Latitude;Longitude;Time;Date;Wind_Speed;Wind_Dir;Temp;RH;BP;Rain;SO2;PM10;PM2_5;PM10_PM2_5;CO;NO;NOx;NO2
50.52135959;30.46690008;00:08:30;2024-06-01;2.54;225.5;14.8;83.45;1006.6;0.0;4.79;20.35;6.76;13.59;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:08:40;2024-06-01;2.55;225.61;14.8;83.5;1006.6;0.0;4.79;20.31;6.76;13.55;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:08:50;2024-06-01;2.55;225.72;14.8;83.55;1006.6;0.0;4.79;20.27;6.75;13.52;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:09:00;2024-06-01;2.56;225.83;14.8;83.6;1006.6;0.0;4.79;20.23;6.74;13.48;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:09:10;2024-06-01;2.57;225.94;14.8;83.65;1006.6;0.0;4.79;20.18;6.74;13.45;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:09:20;2024-06-01;2.57;226.05;14.8;83.7;1006.6;0.0;4.79;20.14;6.73;13.41;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:09:30;2024-06-01;2.58;226.16;14.8;83.75;1006.6;0.0;4.8;20.1;6.72;13.38;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:09:40;2024-06-01;2.59;226.28;14.8;83.8;1006.6;0.0;4.8;20.05;6.71;13.34;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:09:50;2024-06-01;2.59;226.39;14.8;83.85;1006.6;0.0;4.8;20.01;6.71;13.31;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:10:00;2024-06-01;2.6;226.5;14.8;83.9;1006.6;0.0;4.8;19.97;6.7;13.27;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:10:10;2024-06-01;2.57;227.19;14.8;83.98;1006.6;0.0;4.8;19.94;6.69;13.25;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:10:20;2024-06-01;2.54;227.88;14.8;84.06;1006.6;0.0;4.8;19.91;6.68;13.23;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:10:30;2024-06-01;2.5;228.57;14.8;84.14;1006.61;0.0;4.8;19.88;6.67;13.21;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:10:40;2024-06-01;2.47;229.26;14.8;84.22;1006.61;0.0;4.8;19.85;6.66;13.19;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:10:50;2024-06-01;2.44;229.95;14.8;84.3;1006.61;0.0;4.8;19.82;6.65;13.17;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:11:00;2024-06-01;2.41;230.64;14.8;84.38;1006.61;0.0;4.8;19.79;6.64;13.15;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:11:10;2024-06-01;2.38;231.33;14.8;84.46;1006.61;0.0;4.8;19.76;6.63;13.13;1.09;2.56;1.52;-1.04
50.52135959;30.46690008;00:11:20;2024-06-01;2.35;232.02;14.8;84.54;1006.61;0.0;4.8;19.73;6.62;13.11;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:11:30;2024-06-01;2.31;232.71;14.8;84.62;1006.62;0.0;4.8;19.7;6.61;13.09;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:11:40;2024-06-01;2.28;233.4;14.8;84.7;1006.62;0.0;4.8;19.67;6.6;13.07;1.09;2.57;1.52;-1.04
50.52135959;30.46690008;00:11:50;2024-06-01;2.25;234.09;14.8;84.78;1006.62;0.0;4.8;19.64;6.59;13.05;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:12:00;2024-06-01;2.22;234.78;14.8;84.86;1006.62;0.0;4.8;19.61;6.58;13.03;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:12:10;2024-06-01;2.19;235.47;14.8;84.94;1006.62;0.0;4.8;19.58;6.57;13.01;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:12:20;2024-06-01;2.16;236.16;14.8;85.02;1006.62;0.0;4.8;19.55;6.56;12.99;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:12:30;2024-06-01;2.12;236.85;14.8;85.1;1006.62;0.0;4.79;19.52;6.55;12.97;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:12:40;2024-06-01;2.09;237.54;14.8;85.18;1006.63;0.0;4.79;19.49;6.55;12.95;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:12:50;2024-06-01;2.06;238.23;14.8;85.26;1006.63;0.0;4.79;19.46;6.54;12.93;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:13:00;2024-06-01;2.03;238.92;14.8;85.34;1006.63;0.0;4.79;19.43;6.53;12.91;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:13:10;2024-06-01;2.0;239.61;14.8;85.42;1006.63;0.0;4.79;19.4;6.52;12.89;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:13:20;2024-06-01;1.97;240.3;14.8;85.5;1006.63;0.0;4.79;19.37;6.51;12.87;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:13:30;2024-06-01;1.94;240.99;14.8;85.58;1006.63;0.0;4.79;19.34;6.5;12.85;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:13:40;2024-06-01;1.9;241.68;14.8;85.66;1006.64;0.0;4.79;19.31;6.49;12.83;1.09;2.57;1.52;-1.05
50.52135959;30.46690008;00:13:50;2024-06-01;1.87;242.37;14.8;85.74;1006.64;0.0;4.79;19.28;6.48;12.81;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:14:00;2024-06-01;1.84;243.06;14.8;85.82;1006.64;0.0;4.79;19.25;6.47;12.79;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:14:10;2024-06-01;1.81;243.75;14.8;85.9;1006.64;0.0;4.79;19.22;6.46;12.77;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:14:20;2024-06-01;1.78;244.44;14.8;85.98;1006.64;0.0;4.79;19.19;6.45;12.75;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:14:30;2024-06-01;1.75;245.13;14.8;86.06;1006.64;0.0;4.79;19.16;6.44;12.73;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:14:40;2024-06-01;1.71;245.82;14.8;86.14;1006.65;0.0;4.79;19.13;6.43;12.71;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:14:50;2024-06-01;1.68;246.51;14.8;86.22;1006.65;0.0;4.79;19.1;6.42;12.69;1.09;2.58;1.52;-1.05
50.52135959;30.46690008;00:15:00;2024-06-01;1.65;247.2;14.8;86.3;1006.65;0.0;4.79;19.07;6.41;12.66;1.09;2.58;1.52;-1.06
50.52135959;30.46690008;00:15:10;2024-06-01;1.62;247.89;14.8;86.38;1006.65;0.0;4.79;19.05;6.4;12.64;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:15:20;2024-06-01;1.59;248.58;14.8;86.46;1006.65;0.0;4.79;19.02;6.39;12.62;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:15:30;2024-06-01;1.55;249.27;14.8;86.54;1006.65;0.0;4.79;18.99;6.38;12.6;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:15:40;2024-06-01;1.52;249.96;14.8;86.62;1006.66;0.0;4.79;18.96;6.37;12.58;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:15:50;2024-06-01;1.49;250.65;14.8;86.7;1006.66;0.0;4.79;18.93;6.36;12.56;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:16:00;2024-06-01;1.46;251.34;14.8;86.78;1006.66;0.0;4.79;18.9;6.35;12.54;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:16:10;2024-06-01;1.43;252.03;14.8;86.86;1006.66;0.0;4.79;18.87;6.34;12.52;1.09;2.58;1.53;-1.06
50.52135959;30.46690008;00:16:20;2024-06-01;1.4;252.72;14.8;86.94;1006.66;0.0;4.79;18.84;6.33;12.5;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:16:30;2024-06-01;1.36;253.41;14.8;87.02;1006.66;0.0;4.79;18.81;6.32;12.48;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:16:40;2024-06-01;1.33;254.1;14.8;87.1;1006.67;0.0;4.79;18.78;6.31;12.46;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:16:50;2024-06-01;1.3;254.79;14.8;87.18;1006.67;0.0;4.79;18.75;6.3;12.44;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:17:00;2024-06-01;1.27;255.48;14.8;87.26;1006.67;0.0;4.79;18.72;6.29;12.42;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:17:10;2024-06-01;1.24;256.17;14.8;87.34;1006.67;0.0;4.79;18.69;6.28;12.4;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:17:20;2024-06-01;1.21;256.86;14.8;87.42;1006.67;0.0;4.79;18.66;6.27;12.38;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:17:30;2024-06-01;1.18;257.55;14.8;87.5;1006.67;0.0;4.79;18.63;6.27;12.36;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:17:40;2024-06-01;1.14;258.24;14.8;87.58;1006.68;0.0;4.78;18.6;6.26;12.34;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:17:50;2024-06-01;1.11;258.93;14.8;87.66;1006.68;0.0;4.78;18.57;6.25;12.32;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:18:00;2024-06-01;1.08;259.62;14.8;87.74;1006.68;0.0;4.78;18.54;6.24;12.3;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:18:10;2024-06-01;1.05;260.31;14.8;87.82;1006.68;0.0;4.78;18.51;6.23;12.28;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:18:20;2024-06-01;1.02;261.0;14.8;87.9;1006.68;0.0;4.78;18.48;6.22;12.26;1.09;2.59;1.53;-1.06
50.52135959;30.46690008;00:18:30;2024-06-01;0.98;261.69;14.8;87.98;1006.68;0.0;4.78;18.45;6.21;12.24;1.09;2.59;1.53;-1.07
50.52135959;30.46690008;00:18:40;2024-06-01;0.95;262.38;14.8;88.06;1006.69;0.0;4.78;18.42;6.2;12.22;1.09;2.59;1.53;-1.07
50.52135959;30.46690008;00:18:50;2024-06-01;0.92;263.07;14.8;88.14;1006.69;0.0;4.78;18.39;6.19;12.2;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:19:00;2024-06-01;0.89;263.76;14.8;88.22;1006.69;0.0;4.78;18.36;6.18;12.18;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:19:10;2024-06-01;0.86;264.45;14.8;88.3;1006.69;0.0;4.78;18.33;6.17;12.16;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:19:20;2024-06-01;0.83;265.14;14.8;88.38;1006.69;0.0;4.78;18.3;6.16;12.14;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:19:30;2024-06-01;0.79;265.83;14.8;88.46;1006.7;0.0;4.78;18.27;6.15;12.12;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:19:40;2024-06-01;0.76;266.52;14.8;88.54;1006.7;0.0;4.78;18.24;6.14;12.1;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:19:50;2024-06-01;0.73;267.21;14.8;88.62;1006.7;0.0;4.78;18.21;6.13;12.08;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:20:00;2024-06-01;0.7;267.9;14.8;88.7;1006.7;0.0;4.78;18.18;6.12;12.06;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:20:10;2024-06-01;0.69;266.88;14.8;88.72;1006.7;0.0;4.78;18.17;6.12;12.05;1.09;2.6;1.53;-1.07
50.52135959;30.46690008;00:20:20;2024-06-01;0.69;265.85;14.8;88.74;1006.7;0.0;4.78;18.16;6.11;12.04;1.09;2.6;1.52;-1.08
50.52135959;30.46690008;00:20:30;2024-06-01;0.68;264.82;14.8;88.77;1006.7;0.0;4.77;18.14;6.11;12.04;1.09;2.6;1.52;-1.08
50.52135959;30.46690008;00:20:40;2024-06-01;0.68;263.8;14.8;88.79;1006.7;0.0;4.77;18.13;6.1;12.03;1.09;2.6;1.52;-1.08
50.52135959;30.46690008;00:20:50;2024-06-01;0.67;262.77;14.8;88.81;1006.7;0.0;4.77;18.12;6.1;12.02;1.09;2.6;1.52;-1.08
50.52135959;30.46690008;00:21:00;2024-06-01;0.67;261.75;14.8;88.83;1006.7;0.0;4.77;18.11;6.1;12.01;1.09;2.6;1.51;-1.09
50.52135959;30.46690008;00:21:10;2024-06-01;0.66;260.73;14.8;88.85;1006.7;0.0;4.77;18.1;6.09;12.0;1.09;2.6;1.51;-1.09
50.52135959;30.46690008;00:21:20;2024-06-01;0.66;259.7;14.8;88.87;1006.7;0.0;4.77;18.08;6.09;12.0;1.09;2.6;1.51;-1.09
50.52135959;30.46690008;00:21:30;2024-06-01;0.65;258.67;14.8;88.89;1006.7;0.0;4.76;18.07;6.09;11.99;1.09;2.6;1.51;-1.09
50.52135959;30.46690008;00:21:40;2024-06-01;0.65;257.65;14.8;88.92;1006.7;0.0;4.76;18.06;6.08;11.98;1.09;2.6;1.5;-1.1
50.52135959;30.46690008;00:21:50;2024-06-01;0.65;256.62;14.8;88.94;1006.7;0.0;4.76;18.05;6.08;11.97;1.09;2.6;1.5;-1.1
50.52135959;30.46690008;00:22:00;2024-06-01;0.64;255.6;14.8;88.96;1006.7;0.0;4.76;18.04;6.07;11.96;1.09;2.6;1.5;-1.1
50.52135959;30.46690008;00:22:10;2024-06-01;0.64;254.57;14.8;88.98;1006.7;0.0;4.76;18.02;6.07;11.96;1.09;2.6;1.5;-1.1
50.52135959;30.46690008;00:22:20;2024-06-01;0.63;253.55;14.8;89.0;1006.7;0.0;4.75;18.01;6.07;11.95;1.09;2.6;1.49;-1.11
50.52135959;30.46690008;00:22:30;2024-06-01;0.62;252.53;14.8;89.03;1006.7;0.0;4.75;18.0;6.06;11.94;1.1;2.6;1.49;-1.11
50.52135959;30.46690008;00:22:40;2024-06-01;0.62;251.5;14.8;89.05;1006.7;0.0;4.75;17.99;6.06;11.93;1.1;2.6;1.49;-1.11
50.52135959;30.46690008;00:22:50;2024-06-01;0.61;250.47;14.8;89.07;1006.7;0.0;4.75;17.98;6.05;11.92;1.1;2.6;1.48;-1.12
50.52135959;30.46690008;00:23:00;2024-06-01;0.61;249.45;14.8;89.09;1006.7;0.0;4.75;17.96;6.05;11.92;1.1;2.6;1.48;-1.12
50.52135959;30.46690008;00:23:10;2024-06-01;0.6;248.43;14.8;89.11;1006.7;0.0;4.75;17.95;6.05;11.91;1.1;2.6;1.48;-1.12
50.52135959;30.46690008;00:23:20;2024-06-01;0.6;247.4;14.8;89.13;1006.7;0.0;4.74;17.94;6.04;11.9;1.1;2.6;1.48;-1.12
50.52135959;30.46690008;00:23:30;2024-06-01;0.59;246.38;14.8;89.16;1006.7;0.0;4.74;17.93;6.04;11.89;1.1;2.6;1.47;-1.13
50.52135959;30.46690008;00:23:40;2024-06-01;0.59;245.35;14.8;89.18;1006.7;0.0;4.74;17.92;6.04;11.88;1.1;2.6;1.47;-1.13
50.52135959;30.46690008;00:23:50;2024-06-01;0.58;244.32;14.8;89.2;1006.7;0.0;4.74;17.9;6.03;11.88;1.1;2.6;1.47;-1.13
50.52135959;30.46690008;00:24:00;2024-06-01;0.58;243.3;14.8;89.22;1006.7;0.0;4.74;17.89;6.03;11.87;1.1;2.6;1.47;-1.13
50.52135959;30.46690008;00:24:10;2024-06-01;0.57;242.28;14.8;89.24;1006.7;0.0;4.73;17.88;6.02;11.86;1.1;2.6;1.46;-1.14
50.52135959;30.46690008;00:24:20;2024-06-01;0.57;241.25;14.8;89.26;1006.7;0.0;4.73;17.87;6.02;11.85;1.1;2.6;1.46;-1.14
50.52135959;30.46690008;00:24:30;2024-06-01;0.56;240.22;14.8;89.28;1006.7;0.0;4.73;17.86;6.02;11.84;1.1;2.6;1.46;-1.14
50.52135959;30.46690008;00:24:40;2024-06-01;0.56;239.2;14.8;89.31;1006.7;0.0;4.73;17.84;6.01;11.84;1.1;2.6;1.46;-1.14
50.52135959;30.46690008;00:24:50;2024-06-01;0.55;238.18;14.8;89.33;1006.7;0.0;4.73;17.83;6.01;11.83;1.1;2.6;1.45;-1.15
50.52135959;30.46690008;00:25:00;2024-06-01;0.55;237.15;14.8;89.35;1006.7;0.0;4.72;17.82;6.0;11.82;1.1;2.6;1.45;-1.15
50.52135959;30.46690008;00:25:10;2024-06-01;0.54;236.12;14.8;89.37;1006.7;0.0;4.72;17.81;6.0;11.81;1.1;2.6;1.45;-1.15
50.52135959;30.46690008;00:25:20;2024-06-01;0.54;235.1;14.8;89.39;1006.7;0.0;4.72;17.8;6.0;11.8;1.1;2.6;1.44;-1.16
50.52135959;30.46690008;00:25:30;2024-06-01;0.53;234.07;14.8;89.42;1006.7;0.0;4.72;17.78;5.99;11.8;1.1;2.6;1.44;-1.16
50.52135959;30.46690008;00:25:40;2024-06-01;0.53;233.05;14.8;89.44;1006.7;0.0;4.72;17.77;5.99;11.79;1.1;2.6;1.44;-1.16
50.52135959;30.46690008;00:25:50;2024-06-01;0.53;232.03;14.8;89.46;1006.7;0.0;4.72;17.76;5.99;11.78;1.1;2.6;1.44;-1.16
50.52135959;30.46690008;00:26:00;2024-06-01;0.52;231.0;14.8;89.48;1006.7;0.0;4.71;17.75;5.98;11.77;1.1;2.6;1.43;-1.17
50.52135959;30.46690008;00:26:10;2024-06-01;0.52;229.97;14.8;89.5;1006.7;0.0;4.71;17.74;5.98;11.76;1.1;2.6;1.43;-1.17
50.52135959;30.46690008;00:26:20;2024-06-01;0.51;228.95;14.8;89.52;1006.7;0.0;4.71;17.72;5.97;11.76;1.1;2.6;1.43;-1.17
50.52135959;30.46690008;00:26:30;2024-06-01;0.51;227.93;14.8;89.55;1006.7;0.0;4.71;17.71;5.97;11.75;1.1;2.6;1.43;-1.17
50.52135959;30.46690008;00:26:40;2024-06-01;0.5;226.9;14.8;89.57;1006.7;0.0;4.71;17.7;5.97;11.74;1.1;2.6;1.42;-1.18
50.52135959;30.46690008;00:26:50;2024-06-01;0.49;225.88;14.8;89.59;1006.7;0.0;4.7;17.69;5.96;11.73;1.1;2.6;1.42;-1.18
50.52135959;30.46690008;00:27:00;2024-06-01;0.49;224.85;14.8;89.61;1006.7;0.0;4.7;17.68;5.96;11.72;1.1;2.6;1.42;-1.18
50.52135959;30.46690008;00:27:10;2024-06-01;0.48;223.82;14.8;89.63;1006.7;0.0;4.7;17.66;5.96;11.72;1.1;2.6;1.42;-1.18
50.52135959;30.46690008;00:27:20;2024-06-01;0.48;222.8;14.8;89.65;1006.7;0.0;4.7;17.65;5.95;11.71;1.1;2.6;1.41;-1.19
50.52135959;30.46690008;00:27:30;2024-06-01;0.47;221.78;14.8;89.67;1006.7;0.0;4.7;17.64;5.95;11.7;1.1;2.6;1.41;-1.19
